split_id,tree,depth,node_id,feature_idx,binned_gain,exact_gain,retention,n_samples_in_node
3,10,1,1,1,8.07710779,8.26860105,0.97684091,315
3,10,1,2,27,1.24399752,2.08077034,0.59785431,141
3,10,2,3,27,1.84266129,2.56735779,0.71772672,229
3,10,2,4,7,6.31434325,6.65414820,0.94893337,86
3,11,1,1,26,1.95810208,2.07788906,0.94235160,247
3,11,1,2,21,6.21045520,6.90419022,0.89951971,209
3,11,2,3,10,2.12027820,2.12027859,0.99999981,234
3,11,2,5,22,2.07821542,2.07821550,0.99999996,23
3,11,2,6,26,3.73132389,6.81536554,0.54748698,186
3,12,1,1,1,6.47270877,6.78188877,0.95441093,315
3,12,1,2,27,1.35377590,2.07247233,0.65321784,141
3,12,2,3,27,1.44202082,2.07172617,0.69604798,229
3,12,2,4,22,4.59170202,4.78090537,0.96042520,86
3,12,2,5,20,0.64372568,0.64372568,1.00000000,11
3,13,1,1,0,4.53275230,4.74713008,0.95484055,268
3,13,1,2,13,4.05818983,4.31215900,0.94110394,188
3,13,2,3,10,0.27543225,0.27543195,1.00000000,248
3,13,2,4,1,2.53013478,2.53013478,1.00000000,20
3,13,2,5,24,3.26005993,3.52982126,0.92357649,55
3,14,1,1,26,5.72534563,6.28208864,0.91137613,309
3,14,1,2,6,2.00399383,2.16615433,0.92513899,147
3,14,2,3,28,2.01525276,2.01525298,0.99999989,255
3,14,2,4,21,3.53131385,3.53131366,1.00000000,54
3,14,2,5,1,1.51847278,2.05123683,0.74027180,17
4,0,0,0,22,301.05691773,309.87310908,0.97154903,456
4,0,1,1,27,22.29772707,22.35375501,0.99749358,277
4,0,1,2,7,30.87121357,32.59118636,0.94722583,179
4,0,2,3,27,2.07851766,3.43392803,0.60528865,268
4,0,2,5,17,6.51375258,6.51375232,1.00000000,27
4,0,2,6,21,6.46693976,9.87289009,0.65501993,152
4,1,1,1,27,35.90327920,38.74615444,0.92662820,306
4,1,1,2,6,8.74762675,9.64839135,0.90664096,150
4,1,2,3,27,3.39811861,4.56974532,0.74361225,277
4,1,2,4,21,8.13796196,8.49551812,0.95791238,29
4,1,2,5,1,6.00487248,7.43651403,0.80748486,16
4,2,1,1,27,16.19658659,16.19658548,1.00000000,277
4,2,1,2,7,15.48323193,16.74536596,0.92462786,179
4,2,2,3,21,2.33514693,4.22785532,0.55232423,268
4,2,2,5,24,5.05003928,5.05003957,0.99999994,27
4,2,2,6,26,2.94855194,3.75836058,0.78453141,152
4,3,1,1,23,11.39218017,12.11481144,0.94035142,272
4,3,1,2,22,14.75119862,17.14334194,0.86046225,184
4,3,2,3,10,0.29667298,0.52644447,0.56354089,256
4,3,2,4,1,4.68923096,4.68923079,1.00000000,16
4,3,2,5,21,3.03429301,3.03429286,1.00000000,20
4,3,2,6,26,7.04591647,10.75385780,0.65519896,164
4,4,1,1,27,20.84141272,23.02806556,0.90504401,306
4,4,1,2,21,5.30299322,5.30299390,0.99999987,150
4,4,2,3,10,0.56371474,0.56371486,0.99999979,258
4,4,2,4,21,9.82663347,11.21053597,0.87655340,48
4,4,2,5,4,3.21001313,3.21001348,0.99999989,13
4,5,1,1,23,7.99580901,8.52834223,0.93755724,272
4,5,1,2,22,9.94811284,11.72715984,0.84829686,184
4,5,2,3,21,0.43221028,1.89549160,0.22802015,256
4,5,2,4,1,3.27312406,3.27312420,0.99999996,16
4,5,2,5,24,2.27406539,2.81160778,0.80881317,20
4,5,2,6,26,4.92151776,7.92070636,0.62134834,164
4,6,1,1,27,15.15930744,16.77914631,0.90346119,306
4,6,1,2,21,4.04251681,4.04251676,1.00000000,150
4,6,2,3,12,0.22121537,0.26282099,0.84169599,258
4,6,2,4,21,7.33173659,8.74145480,0.83873185,48
4,6,2,5,4,2.42986312,2.42986336,0.99999990,13
4,7,1,1,23,5.61485488,6.01747245,0.93309191,272
